,PSMs,F1.126.DMSO,F1.127N.DMSO,F1.127C.DMSO,F1.128N.MLN4924,F1.128C.MLN4924,F1.129N.MLN4924,F1.129C.CSN5i.R,F1.130N.CSN5i.R,F1.130C.CSN5i.R
NSA2,26,0.399520450072394,0.720453756632361,0.912865006732185,1.0831027041266,1.75197116024459,1.34660781342384,1.50999333098586,1.3781095693495,1.77315619213427
RAB3B,27,-1.70847871143865,-1.90443492850155,-1.84534540294457,-1.90988623370848,-1.38518083574245,-1.74336999927307,-1.61512856596673,-1.66694441249791,-1.21147068245927
KMT2D; MLL2,19,-0.116026748927517,-0.0255752036980663,-0.0585722687468166,-0.00922600868609358,0.0226584004621593,-0.0351141657907696,0.0341065006990178,0.0557415996722117,-0.0262699819885555
PHAX,20,1.30868121930574,1.4595656864896,1.45434482373468,1.39271360024446,0.936157983106535,1.3304841146992,1.15765677445559,1.31124068756216,0.853924868719297
SQLE,20,-0.618310582359289,-0.659388152599339,-0.520537012923798,-0.633655660744486,-0.0181580533920886,-0.570278711785971,-0.208479827623416,-0.592658639160787,0.0663867310355499
CC2D1B,16,0.30831823149633,0.298752527072507,0.225519094860845,0.168058534690113,0.00225377127013004,0.0902348219423619,0.20478981755479,0.196070552541519,0.107513736563146
TUBGCP4,14,-0.511066813673111,-0.762350204688635,-0.553220098137052,-0.632750014110295,-0.0215882790006763,-0.497159469121566,-0.248746872631999,-0.542321334415982,0.0832661903164684
KCTD5,17,0.157417263086041,0.324776278672271,0.16349873228288,0.23234703386478,-0.122330552816305,0.173538412042554,-0.0538542017451604,0.169017429136687,-0.218545621235714
KAT7,13,-0.37309745361274,-0.598579240111167,-0.389446463613339,-0.273906789867489,0.227980140560389,-0.172056560063762,-0.106187261216299,-0.261010761409441,0.105862650747978
SMURF2,21,0.52061419237889,0.437749910692792,0.430843389355179,0.337752538607171,0.74870287697326,0.445672762391284,0.722417489735506,0.62501160263839,1.03227191350371
UBR3,12,-0.769496053203317,-0.884592990132127,-0.798433226883601,-0.831941465309887,-0.376736483872207,-0.712624941426466,-0.535717997011121,-0.677875944452085,-0.250517183206394
NCAPG2,18,-0.115377325085404,-0.320524338173986,-0.167689399927026,0.00510019212532242,0.636563697208368,0.201064965195586,0.0835943527703886,-0.0484929343980127,0.68696525361921
RBM47,13,0.221278867145402,0.105520152138125,0.14352263564483,0.0415824288019575,0.0739159964916301,0.179462140204473,0.192353808278856,0.279435302722494,0.156871163051443
ARHGAP5,13,-0.218999956159562,-0.483363783563018,-0.252273710996009,-0.348892380813659,0.168765442429256,-0.280607801917114,0.0108806590611028,-0.271617416701067,0.333740163341856
CHMP4B,23,1.16077221330008,1.42588095187853,1.22525513089691,1.07591891621753,0.608915544598984,1.10474010866614,0.83265751565183,1.04786402718455,0.755061515965544
FAM92A1; FAM92A,18,1.0363985032666,0.920240903818776,0.971011093642314,0.919554360692242,0.768367963105865,0.863165913396442,0.836250780375837,0.843708144016684,0.781158835376816
UBE2N,30,1.9547182520398,2.20317486709028,2.02083350341717,1.82185866991597,1.26129471763065,1.79166368860339,1.59343231894035,1.81596138656563,1.28537943179985
ARFGAP2,20,0.300795962958869,0.330148617072982,0.295330152989607,0.00829681856150088,-0.0050838953814818,0.0572740226384276,0.165078932378456,0.269172733885332,0.0724378054247907
DHFR; DHFRP1,23,1.22346233657577,1.26361947943281,1.21784446313574,1.00786133180238,0.64452141849994,0.951887788252062,0.941452133384606,1.06529435072035,0.738564744615733
C6orf132,19,0.381459377770833,0.558433953275395,0.193493472580716,0.263083071545218,-0.24761036403358,0.200270602484379,-0.0996188822044477,0.131045705405709,-0.114250196398784
CPNE1,25,1.37604285449957,1.43473986203184,1.43552876688824,1.18574944516212,1.0124921594481,1.16582814875807,1.23319048965784,1.27458318478262,1.17610587326494
USP33,17,0.13029303789898,-0.059713153979466,0.135116930913057,0.0983186891132402,0.444825119478574,0.114892031219354,0.357399276477249,0.264829716371461,0.468878447407226
TMEM30A,23,0.731500947422742,0.741942721351458,0.752313558499642,0.706188749962932,0.814306133569005,0.687058926635421,0.792865656307997,0.823179040846872,0.771371782456082
VARS2,18,0.212511792553816,0.0836866260507279,0.232102546281903,0.373122871886576,0.784171261690842,0.447905345691812,0.59362533453244,0.463138480564423,0.840655368729719
NUDCD2,22,0.442275072619564,0.632596647607599,0.502736307836964,0.241266351553303,-0.133111926025842,0.215027063973295,0.105957937309446,0.226539237653771,0.0421720727237886
DDAH1,20,0.54258985428504,0.700715190485468,0.641546029087523,0.521853651059766,0.0813966542049229,0.467844630167964,0.341167214285107,0.54287331606791,0.0918707588106447
ACSL1,17,0.132755208851771,-0.0195835811518243,0.0908896504036871,0.104849194602359,0.481433847111182,0.15425329989548,0.29134560734394,0.188065089839135,0.442209127524386
POLR3B,19,0.568283759574525,0.449522020578446,0.578467346464143,0.633148527848032,1.1706453389393,0.786027465916742,0.703047394059528,0.631140397644073,1.28777394694023
VPS53,17,0.0143137515542318,-0.153759677625001,-0.0874628412503391,-0.170399498761606,0.242590441817471,-0.0615459592993215,-0.0221584866442051,-0.0979733940331187,0.347578589847732
CMAS,17,0.864682537050157,0.673676404812076,0.775574544225917,0.749725823811362,1.03605707199542,0.801998099018476,0.857945851475156,0.888504807980228,1.03859111002715
MAP4K2,16,-0.500853000811112,-0.545959927202405,-0.392683929299299,-0.651889016121498,-0.454962724706972,-0.659747945757776,-0.389298881490626,-0.485884172249644,-0.322690210309981
VWDE,18,-0.184193013110606,-0.250686317212912,-0.294796756850193,-0.359715910091163,-0.411564403713426,-0.349113209296913,-0.202099925273155,-0.296272672904774,-0.29002876220806
CPSF3L; INTS11,14,-1.29932977152226,-1.37375844748788,-1.29366152134961,-1.19659185513564,-0.837770563010688,-1.12749622202422,-0.968170840012047,-1.11874715318265,-0.709835505634777
RAVER2,15,0.508867846260754,0.652032025035009,0.56371934561326,0.48665669147849,0.427320010388144,0.493576572106214,0.429671044004275,0.598508015040728,0.427177003605646
GGA2,16,-0.158878963721991,0.034621640060422,-0.0900883106571619,-0.0380126099232765,-0.108890146101569,0.0106115719087398,-0.3214912822539,-0.3394264754874,-0.30689527434118
TSSC1; EIPR1,25,0.292010918649503,0.322082588689369,0.247001422661242,0.137331002026523,-0.172923745072149,0.0642759941142614,0.140981069324898,0.205732127234041,-0.0810958281440932
GMFB,29,0.932671725845617,0.994018829958325,1.03716607453913,0.735066645621817,0.415742181088824,0.689325236892103,0.742401677396375,0.815590275299044,0.532769414150788
BIRC2,17,0.265579502295763,0.429431046410032,0.323963404476126,0.230357452386365,-0.0955737977740405,0.184558586106238,0.125312437187043,0.271068700606385,-0.0671928031791555
NDUFB9,27,0.830543184110494,0.658452733058001,0.67382243211128,0.821363097102642,0.622714301588749,0.683084296917958,0.717466453972492,0.780272539254083,0.611012136655406
CALCOCO1,15,0.0716160973327735,0.33661361378144,0.120713865786083,0.210056883207669,-0.261738057185616,0.0531737903672642,-0.0930802725748219,0.0996880896982102,-0.367858771125311
LACTB,14,-0.231612232081689,-0.24634838506028,-0.235827357632042,-0.186589307273003,-0.150218567598113,-0.14253313333024,-0.0980593803328986,-0.0658238334456058,-0.082708679112395
KCTD9,13,0.273535104276826,0.263385484615835,0.245960892474852,0.55104066408242,0.0599195915408846,0.362671638137257,-0.192749091346716,-0.180332741782264,-0.603751347271709
GON4L,13,-0.643369279959712,-0.495588414931584,-0.646752199527819,-0.498418743966496,-0.820738548739637,-0.419812660801046,-0.72108325384184,-0.52953517946014,-0.896735736438211
TAF9,18,-1.75223022537868,-1.2179752378962,-1.58157191152038,-1.17401816339961,-1.88645429037332,-1.20816053374901,-2.08070716893917,-1.77569576672954,-2.15778549711551
CREB1,16,-1.85147747528991,-1.55831536989744,-1.60484919997159,-1.78792536116148,-2.13620717510176,-1.69133929651285,-1.78438456900109,-1.7122463358583,-2.16460139187606
BRD9,17,1.31952860154273,1.3841991354418,1.38691420210248,1.31469873370481,1.02349080458616,1.23546162649086,1.2016275370355,1.28078022222037,0.95446255368523
CAPN7,20,0.561598507655646,0.49108359400325,0.521131378689725,0.43576270017304,0.815908594070189,0.554932088132551,0.630590224853821,0.534328650885396,0.968937221997404
HPS6,19,0.905251373697723,0.924390841048973,0.889234057371612,0.829271906534572,0.627102174820564,0.741401702611919,0.792865656307997,0.750877775638235,0.632468927920025
PIAS2,15,-0.297487013523751,-0.49876004586741,-0.334714249843206,-0.512510103161423,-0.326729081151184,-0.459013135895212,-0.494513174296985,-0.470415203049681,-0.332570630297514
FAM83B,22,0.150953806133355,0.160335326888683,0.0932058380027527,0.235326270939801,0.63438576994978,0.311605981898765,0.408542649626638,0.28989257489804,0.711523023507743
GYG1,18,0.680803963933565,0.825943607189833,0.702171573968229,0.592485029694293,0.559457616323693,0.528172160630389,0.6001725469691,0.670047358968223,0.642265446148397
CBX6,17,-1.22249232058801,-1.09347926819987,-1.08811876080739,-0.30567056114352,0.264584251722361,-0.141525781928282,-0.145915926536844,-0.298681179375496,0.248655837376429
PDXP,15,0.0964956407320372,0.436920179517722,0.126379276722179,0.064098610229852,-0.523015797646979,-0.109328099325298,-0.182797143116781,-0.0785288343961188,-0.567920355280688
LIMS1,24,1.36898243706295,1.32376673422584,1.3676700636063,1.09476895030497,0.971526704754256,1.14520128116029,1.07850062005747,1.12551727271621,1.04537505167267
LONP2,14,-0.64618063851267,-0.809814745364756,-0.586660788193182,-0.829345288541461,-0.513727595952437,-0.701695381268205,-0.442925285638339,-0.614495513507309,-0.398664817906486
ARL8B,27,-0.550903661524423,-0.65761471040812,-0.560938705280128,-0.43903021867385,-0.269873577095277,-0.486888087562077,-0.434635046419215,-0.347299884595675,-0.149310663419399
DVL2,15,-0.7252257862758,-0.609680233344418,-0.654989271675706,-0.817462683877526,-1.12141017317368,-0.93136496830358,-0.851642095547827,-0.7026461116213,-1.09025924983228
ISG20L2,16,0.399747628254248,0.437957268945523,0.513585321519958,0.564330174116947,0.995340447493549,0.634906485027997,0.711075767815462,0.553817258477387,0.877479027800584
RELA,23,0.805727129742815,0.903971137530338,0.857565924496113,0.713507107341975,0.357957668383019,0.509482489037232,0.632845904856097,0.735266152547842,0.414275383856227
RPS15A,63,2.23763844758605,2.08368662605073,2.13666164760804,2.13141272225872,2.39846673607548,2.12057125019333,2.24072803388979,2.10622679778267,2.58563960938921
ATRN,14,-0.398154388112479,-0.553360487954675,-0.362614165468255,-0.292022858781792,-0.301839301406433,-0.306340927687915,-0.370727219016509,-0.324625256613903,-0.354808523469888
PLEK2,15,-0.0756734911116546,-0.241027235493084,0.0783760294870568,-0.100808316445836,0.549282201573362,-0.0985360425745121,0.222371625135214,-0.044445155149111,0.84405494624596
PIGS,18,0.541766633126676,0.302856925405242,0.389979001936597,0.497244183715765,0.857893493364484,0.514390708539578,0.692993729395605,0.58092851233712,0.884787319382889
MAN1A1,20,0.494049131549209,0.458952773484176,0.471027448109625,0.453993683646297,0.336459241693337,0.458130961980237,0.38241578230696,0.498247977053399,0.507622994314605
LZTS2,17,-0.432929438849502,-0.288609609531861,-0.45985600312069,-0.220884768437587,-0.681289624730729,-0.356496715184434,-0.749201184316389,-0.561474553542054,-0.755411411519189
TPRN,19,-0.204078383152089,0.301490089641337,-0.230748717594281,-0.128945476217146,-0.4247501141001,-0.239072803310599,-0.279879092581531,-0.185895125131676,-0.395988823555413
MED17,19,0.88137262839281,0.802461256181331,0.827623421158656,0.844635519932076,1.02321338990578,0.841592501448089,0.968197298117323,0.911087039384642,1.02230334704418
ELF1,14,0.165188834992355,0.271785479472237,0.173110327067171,0.263569564566483,-0.22766495362208,0.226256351683414,-0.024230261599941,0.207147505588406,-0.237284115276879
NOB1,20,0.504649436702955,0.700887999378397,0.569345519581731,0.377174756393659,0.138605238229507,0.491630052754184,0.377267691212349,0.507008376542927,0.378384636628907
KLF5,32,0.358034347562283,0.486279276953294,0.407999759909393,1.40676611539696,0.844923604940449,1.28000064291447,0.504460653783452,0.706732316810868,0.23231758749615
TANK,22,0.522075783832683,0.672090735070961,0.530775814345116,0.432088693888881,-0.0319281642866862,0.339771236027179,0.202260547901203,0.416669692054915,0.0275454318597301
PON2,21,0.785527515397153,0.953255961046739,0.921688857119191,0.989745226915787,0.648483879280469,0.890507762209209,0.777146370247134,1.00326254105771,0.520428063949019
PGRMC2,23,-0.387138392090435,-0.284156314880676,-0.240559299689661,-0.154064461921035,-0.219435067979274,-0.127496222024224,-0.267906450915454,-0.198583161229315,-0.299062183967502
NUPL1; NUP58,21,0.823786609106111,0.810651565603939,0.71030478289091,0.773831564924476,0.578840797006016,0.780191956783945,0.614320478138826,0.770157696952502,0.62639441351034
NR2F1,17,-2.33366350355139,-2.5337094003733,-2.4093909361377,-2.23593435531088,-1.97456878484441,-2.16385163724204,-2.27282433504758,-2.29988694212089,-1.82164798734177
POLR3C; LOC101060460,16,-0.0108292880181651,-0.276991443619272,-0.0611456385098563,-0.225997691831239,0.170770578319633,-0.0823367365034677,0.080016852504853,0.0220411527664695,0.203272719368577
CCDC124,23,1.51076211385626,1.522416605645,1.42958374364673,1.28637134060171,1.15819251224016,1.22885533462533,1.25556402065907,1.34993995856798,1.16776461766496
CHD1L,17,1.04775034365611,0.802783322270599,0.997219942321838,0.917237274096051,1.40247177734864,0.989156765208694,1.22312036403666,1.02637719054974,1.59420287463804
GLB1,20,0.650195613577694,0.753818198282771,0.652188909622772,0.904348356940183,0.583363946495679,0.758231073608169,0.685226116972284,0.888328363897468,0.501357013572866
KCTD3,17,-0.801000579662006,-0.712710230201786,-0.772370930297406,-0.557776496190598,-0.541363162866638,-0.547862240900258,-0.556556106373993,-0.566786574756712,-0.546618681582659
PHLDB1,16,-0.262914535862317,-0.292044599347181,-0.283108845996834,-0.441406982046482,-0.316510902842385,-0.347950839119179,-0.236342444297883,-0.252036564537145,-0.164601391876058
PET112; GATB,18,0.124531578143587,0.306268360054379,0.0719314926998038,0.276161141999488,-0.291105171420462,0.167319306555827,-0.0878087319014451,0.146177452778575,-0.138087774922898
SUB1,72,2.5459806849724,2.79543847165743,2.60675889890584,2.62678129353906,2.26991379880349,2.51593440968071,2.45528200473793,2.56952894806896,2.29519248540492
LRRC8E,16,-0.278097134444177,-0.447299376726974,-0.394305390600511,-0.297753531821858,0.202969400707781,-0.187914299620729,-0.0109633290677262,-0.189615331011806,0.236850634669661
PHF2,16,-0.0524896191300144,-0.199795221831177,-0.0486435923598112,0.0779948363429295,1.02390682661266,0.298552058067088,0.293485928410366,0.074784264433065,1.02480195355873
CNPY2,23,0.678746044185052,0.796975103569773,0.721951602985559,0.714930761130514,0.455350514434691,0.747758397786873,0.519777115580583,0.713122118440971,0.469979041261663
VIM,18,-0.809379231398641,-0.83314457317946,-0.902461307481391,-0.781387077169049,-0.942245804799427,-0.506207309993465,0.645561899398768,-0.616497171880283,-1.12196810955962
VPS18,17,-0.0441225532323077,-0.276310927077931,-0.115605805596044,-0.229416402058703,0.0106741942454303,-0.255688903831597,0.0451573465598205,-0.148849184972073,0.172955391499389
PRICKLE3,16,0.134667329795548,0.269457049268796,0.20879431696507,0.229610651382256,0.0204363052352026,0.195760933335659,-0.0887376052295217,0.132238261820701,-0.154672274632327
RPS7,61,3.09130078168005,3.20786398787471,3.11805052636978,3.00426354138036,3.2939435710463,3.09298352727714,3.2893808530486,3.17130341881444,3.46055098101424
QTRTD1; QTRT2,20,0.0555573105182052,-0.0611776704394984,-0.00432685212341788,-0.213418440105444,0.0306849259498509,-0.184797952466839,0.0926360567267039,0.073543236364376,0.026797727753392
PFKFB3,19,0.12563077441839,0.192399298102947,0.24126919715013,0.381887616750015,0.462938806364136,0.407639370894739,0.367593442601438,0.2973538883787,0.403371185910519
LANCL1,22,0.577350373709232,0.373506456208499,0.544593819876642,0.38435012730983,0.880581970701371,0.520343481669,0.661300883510357,0.53229748037108,0.985578678055667
MPHOSPH6,15,0.254819607348555,0.397374524189532,0.352281170592876,0.47220763277844,-0.016731196346802,0.263744397170418,0.119962180579043,0.272962178948163,-0.195677795742631
MRPL50,28,0.752109946992402,1.0267849964687,0.972112687945765,1.03047705341028,0.628379461350113,0.970021370223657,0.737518865876329,0.963616491201705,0.486206682640075
SMAD4,28,0.671990435915799,0.723689072922069,0.691319181345781,0.601171919771039,0.269036656097134,0.440748883751999,0.516319608364991,0.582456213150961,0.25548012819532
STX6,20,-0.0883621836426141,-0.221900941109999,-0.175335597275673,-0.135344666309102,0.125225413040305,-0.132491131944615,0.00131002664633328,-0.0930876296702756,0.129272137924801
TK1,24,1.11819489538111,0.973995869573372,1.05182803978898,0.928172084693756,0.981699183257057,0.959105986024543,1.07131132466963,0.936396617538096,1.08793336759363
LZIC,22,0.798336169781212,0.963951204682012,0.895883199413879,0.680004818159276,0.432343181135371,0.611595281594104,0.652063465340722,0.769583032519137,0.423394371546472
RPS4Y1,53,-3.72126777270712,-3.55501022517377,-3.54689445988764,-3.81540609758359,-3.29317652144016,-3.71112966227286,-3.39771558287539,-3.64124556695716,-3.20735960079027
CCND1,18,-0.0534222956246619,-0.0717663054276922,-0.00494603455390319,1.31575466473784,1.23446525363702,1.38696059973963,0.40238573414813,0.488270311749416,0.256330899289349
ASAH1,23,0.930629249541328,1.08262601579095,0.956454275279867,1.11970437167239,0.610763022173632,1.00516400706907,0.808581808231885,0.996566372736467,0.433584804001264
SOCS6,17,-0.146552433010429,-0.352802328369014,-0.324630856359292,-0.378949614669837,-0.117428632480445,-0.214149021335405,-1.11499187902872,-1.01016102036656,-1.01288299404928
ASCC2,14,0.0228933228632933,-0.11887522644761,0.0684041192044784,-0.117181286180037,0.193138391348088,-0.00915793268814369,0.191843931955864,0.157349795458808,0.326669600084751
TRUB2,14,0.0320085159836623,-0.0567885735315841,-0.10295634487446,-0.0555036921402223,-0.217139088118484,-0.04732587334024,-0.134681177041594,-0.0207254248519479,-0.249309148770402
MRPL40,21,0.778032073326123,0.8330563333844,0.684806739141365,0.791144113167718,0.336682517255323,0.737391682228614,0.635660554329654,0.838420535420195,0.333135471035041
HMGA1,33,1.55834598822051,1.23443015797858,1.14212508149031,1.3074034655266,1.82038603738304,1.24332374426383,1.27133531422422,1.15895970132709,2.00190354860255
SMN1; SMN2,19,0.385823875292154,0.454245103003423,0.450849566171996,0.357940046180163,0.0466052382600033,0.232745051300512,0.287294094696097,0.407341360839213,-0.0521053127108893
ZNF142,21,-0.274105270383147,-0.235394936297867,-0.124661459204589,-0.27214288814282,-0.270893750413606,-0.212737727468019,-0.195081124018497,-0.258664279394379,-0.359362694235315
NFX1,18,0.59293211104923,0.708986756617788,0.608328559366646,0.309525249611639,0.439845295609805,0.435133092150039,0.505486825703015,0.577430538104279,0.738412521451162
ACSF3,20,1.02628148860502,0.773505529748354,0.921363008435504,0.885349758400533,1.03109887890785,0.932726527501865,1.05289903324246,0.979937121676754,1.02355319121911
IGSF3,15,-0.0534222956246619,-0.0573730155249486,-0.117948115118153,0.10213174222444,0.000563772981339028,0.0950861400722758,0.0758779139075401,0.177417845639626,0.0175440397022317
BECN1,15,-0.217256939104619,-0.226165875547824,-0.185126100468484,-0.285958857841308,-0.465435351982775,-0.332541399796774,-0.295522070334032,-0.257492468006641,-0.459177662151809
NUDT1,23,1.58326327194571,1.64036620571317,1.62092507567776,1.37424953734086,1.05205451779209,1.37257738111042,1.26662200267325,1.39758044421241,1.13645262096104
TFCP2,19,0.677809654822077,0.705373780445493,0.71745430346353,0.507549192107502,0.434222370252357,0.509268708931501,0.581219980303658,0.574362837894274,0.448550654398213
TMX2,21,0.910043854156914,0.711047259287811,0.928190423061146,0.948586483970985,1.2981057876626,1.02069565320672,1.04091703281591,1.04295824213961,1.39702035375813
N4BP2L2,13,-0.352288991332832,-0.321577016105321,-0.348400306248553,-0.136948908708241,-0.503299396235509,-0.304460704509115,-0.430311478151355,-0.447518364244967,-0.726127877014735
M6PR,25,0.793330103593346,0.959769268005413,0.828492566941247,0.839097336390646,0.523034751577955,0.782670510660532,0.633221508878236,0.771114962624203,0.567973648216812
GGCT,28,1.65286656522296,1.64180709975643,1.72512872917341,1.47283887104749,1.2038264351698,1.4204288993724,1.34518506660795,1.52822654010351,1.24876271555116
CLYBL,16,0.270059925278431,0.411170168503086,0.286754667707347,0.521040062970593,-0.0158757590013199,0.372812405146272,0.231330946920192,0.463138480564423,-0.0687901774418709
STIM1,17,0.663311977435445,0.771367837953402,0.637187430482628,0.750420178314425,0.45432200149394,0.741583711700773,0.516523220677925,0.67148359108374,0.375842442066453
RDH11,16,-0.116676465237029,-0.373030732445519,-0.198166305656558,-0.116231624023383,0.371097058302498,-0.0397987517042928,0.0846933397143257,-0.0562830662360003,0.501895165288484
CBLL1,20,1.07147350330835,1.22508841745294,1.02174573553159,1.04058927684395,0.558883561654316,1.05361365877076,0.706621076939348,0.945753200920519,0.606515421199195
TBC1D2,14,0.11764256189776,-0.0119164504001716,0.0929165178291402,-0.116231624023383,0.269738412920482,-0.0778333369554645,0.20478981755479,0.227376472443236,0.46501974347551
C17orf59; BORCS6,12,-0.671732481309668,-0.484149351260559,-0.632329936393697,-0.584232790704929,-1.03625841778542,-0.662153640897314,-0.978463595019881,-0.676309216651894,-0.969965016114571
HAUS5,14,-1.46566357234881,-1.62432700930882,-1.39471104083259,-1.6764087139633,-1.28353556404786,-1.56441683920152,-1.36284054159693,-1.5843094020043,-1.10111479420965
SELO; SELENOO,14,-0.0615308494088413,-0.0503752894001295,-0.191807698219277,-0.334463460285939,-0.407071189468788,-0.398397105220685,-0.253252590536176,-0.187754028933361,-0.300312623951212
GULP1,18,1.1062728737056,1.26361947943281,1.10185857310194,1.18485076969046,0.782860911881516,1.17434762681981,0.96372428386581,1.1031892241984,0.7129182049809
OSBPL9,14,0.438520640237387,0.432972426528467,0.569761401694985,0.436194321729255,0.419541526479373,0.429495355234021,0.599596045446587,0.596349261022961,0.494703250888874
NME7,18,0.728971804454401,0.670679786263255,0.703498713201869,0.446300431602742,0.402791700853857,0.440973061367382,0.660195511186416,0.632194459969684,0.53487451429212
RAP2C,15,-3.37815204321426,-3.29859369810448,-3.26001331209947,-3.19927095533152,-3.18409140592981,-3.20254692728548,-3.26300527401713,-3.33736164753955,-3.33737588079594
RAB6B,31,-2.42405625155524,-2.55666185104493,-2.44088122226552,-2.45374969463277,-2.20084464066808,-2.41655968300596,-2.31133652410313,-2.4136228255444,-2.14088532290225
CCDC58,17,0.323964531119966,0.318708388100317,0.320260703219878,0.305042261986618,0.0517825421025471,0.244608538222545,0.192608678881212,0.237939604710549,-0.0983932407881714
ASB15; WASL,21,0.671614195193653,0.950642382359328,0.700273540487137,0.621809498760404,0.281616347007924,0.48816307591985,0.546943526829464,0.620557199943866,0.419032048372578
PTCD1,18,-0.127766646773614,-0.0422539448446972,-0.152517514930581,-0.114966379442496,-0.0713764610403373,-0.224422399599407,-0.199422068279935,-0.0823276745203874,-0.0100669794120041
PIN1,16,0.860232060387007,1.18451165820787,0.847653979279531,0.815402907139161,0.21322036444459,0.78532138733131,0.556084600369818,0.748741168657372,0.286421013709857
HLA-H,26,-2.81939249745032,-2.70811419241576,-2.86432116254006,-2.77288148093703,-2.84534908704364,-2.92095670242345,-2.71389969522795,-2.64328471223075,-2.89815501352355
CBL,17,0.32084881672157,0.146952394277866,0.30735059433249,0.09531563278248,0.401511580946543,0.205821978249995,0.362618627186146,0.4230176581374,0.647949511184555
EXO1,16,-0.124169309434343,-0.0419647406659411,-0.0783111428808088,0.588801468494506,0.610209027271123,0.672813253903897,0.223619307510729,0.193502209391049,0.302573071785195
THAP4,15,-0.141915668097997,-0.124069728659014,-0.156983534815971,-0.0494483000776746,-0.198578033696137,-0.00060860372346383,-0.288034942234116,-0.243504472223373,-0.217068811770194
SDSL,21,0.740318194325864,0.987233655589453,0.745887289340208,0.641594694798947,0.101770677934223,0.456357792249094,0.421213281096993,0.52096082734208,0.136683655478452
INTS9,23,1.40722450974785,1.24880318039902,1.39221455315478,1.31821550242653,1.52077662828592,1.34505144336861,1.55191868535982,1.43526811630354,1.48130294957447
TMTC3,25,0.523118871898431,0.44540238602335,0.601429582592447,0.528750687731867,0.884710731387116,0.544955191728334,0.701436344153542,0.595484854142166,0.909875928902029
GCAT,16,-0.354203141860269,-0.253027540697905,-0.347222115051272,-0.313994172829068,-0.71745617302385,-0.441964228259049,-0.377143401127633,-0.124432658239016,-0.711498075730486
FCHO2,12,-0.0444315807671494,0.00497712718525278,0.0485495247018424,-0.219184479447748,-0.335240581006701,-0.278022657161349,-0.132763974047304,-0.0969250507333452,-0.282286471216675
RINT1,18,0.516639535217314,0.322082588689369,0.340387091782354,0.481019933551188,0.874443486636155,0.629212274684418,0.408542649626638,0.391243832631652,0.920112627915024
SAMD1,18,0.2427130044919,0.321633150978291,0.224462949102925,0.437703981077147,0.151354482041288,0.414276672390809,0.120498099991181,0.260473585367185,-0.0167318937289043
NDUFA13,20,0.109054241524642,0.151511476501677,0.00246667303670378,0.242500795917904,0.0320643074880405,0.0973634807833417,0.15648135635155,0.238770251527981,0.0277945804728859
SUMF2,29,1.15902861288969,1.30080618584048,1.21465677255684,1.22711851906297,0.795586337957072,1.13193248443551,1.03353750245032,1.17032415245533,0.776125312426718
HSPA13,17,0.507603618014917,0.643426387245503,0.434958193402103,0.644212338152176,0.188197650077818,0.494008775536916,0.353073351074459,0.500558507721649,-0.0353509087298942
NIT1,19,0.559769867826567,0.765266243842436,0.614187022389547,0.423624569333304,-0.141795413364038,0.474211247239284,0.0794656796076456,0.246499979384659,-0.0353509087298942
EAPP,16,0.121779917876099,0.235981250674948,0.26534703530184,0.271814944447064,-0.0560535755518821,0.28961739653777,-0.00803161694142673,0.18318286845939,-0.202967831673108
WWP1,18,-0.627077986849129,-0.710410381092252,-0.626124786866988,-0.863465553643417,-0.543005388474683,-0.751031700981134,-0.562995761646604,-0.735986056927565,-0.4686356943517
NAGK,17,0.988868734996769,1.10565068324347,1.17570817696374,0.944951344936847,0.831836058126582,0.940199588452508,1.03850864460058,1.0822080974915,0.86093370023108
GEMIN2,21,-0.698717544019866,-0.646140171160654,-0.683947211866716,-0.662016463867575,-1.04961949010567,-0.702685563215717,-0.83700062840091,-0.651983378659811,-0.962522032929009
SLC44A1,16,-0.0763052822497947,-0.084218744371924,-0.066952558410506,-0.00394677719324754,0.309639644093798,0.00212867028584185,0.121569341949359,-0.0317016014504201,0.314263180147094
ATP6V0D1,21,1.0034422948994,0.798913775808948,0.975569375604618,0.757172678681735,0.935126170517345,0.794999807144317,0.864679188702354,0.804225278514659,1.02067692918719
GAN,17,0.840619083808733,0.677018217434235,0.796335679665832,0.735242038612233,0.860690920798767,0.772374378320393,0.792024875911865,0.691442141183265,0.880103240460073
COPS7B,19,0.694016742245797,0.73992590596119,0.743308745238433,0.596931530492595,0.343364766537929,0.50026121843772,0.201500901526009,0.326819143896397,0.0605537242719798
MTA3,19,-0.12711191790334,-0.484149351260559,-0.22172394751159,-0.231128799934391,0.213706693470225,-0.109984765263302,-0.024230261599941,-0.0864833040116988,0.189975896755119
PFN2,33,-0.355736292951303,-0.327204307650955,-0.29290519365685,-0.476723672867177,-0.89429362341448,-0.618985781740941,-0.523106946073119,-0.467250901205796,-0.827495239471286
ASS1,19,1.41196242875451,1.29703890881558,1.33660417176609,1.22524659062999,1.09571500959602,1.12245936592799,1.25970549862893,1.3684012068978,1.11503758694496
GLE1,17,0.623405102151034,0.50381743513584,0.559118777734483,0.614772411904106,0.779251301116501,0.644087569011559,0.598634697346187,0.618005638410574,0.802867141056982
DOK1,12,-1.4673199388234,-1.46618863975489,-1.4577353279764,-1.58861655293807,-1.85347696792704,-1.79629031354885,-1.74382619234132,-1.6763092166519,-1.87374970085527
